sample_index,label_row,sample_id,video_id,clip_id,video_path,video_sha256,wav_path,wav_sha256,transcript_lab_path,transcript_lab_sha256,textgrid_path,textgrid_sha256,openface_csv_path,openface_csv_sha256,feature_sha256,original_word_count,valid_length,was_aggregated,alignment_method,face_detection_failure_rate,wav_duration_s,wav_video_duration_gap_s,openface_frame_count
45,47,-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__8.wav,0229c210c117c63dc7778271ac270883ea5477652f6e7fc50cb24a99fcb174ac,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__8.lab,cfa3ab35de269a01787f39950525ea7239933d737c2817a49ab7e30bd27502d9,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-mJ2ud6oKI8__8.TextGrid,ee88480f5ac7989ff76c3c9ea6711b5df4d11dfc46d7b8be156ef6ec779a5f6f,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__8/8.csv,7173efc33f85b3102b374222c25b585985fc7d1faf189a4e39929948ac437836,8aed8a72d7350e500b2c82cc11849fc1f701ca44c24b22ea3a4a044c20262327,11,11,False,mfa_forced_alignment,0.0,4.171375,0.020624999999999893,125
46,48,-mqbVkbCndg$_$0,-mqbVkbCndg,0,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mqbVkbCndg__0.wav,3515b8e887fd1077ae9e381f496c901cc2f6f881b157a083ba71ea8d9b290a4a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mqbVkbCndg__0.lab,9c4fede5740ca423e4b00415117272ea8c3511da93d44d8976ddce63af391377,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-mqbVkbCndg__0.TextGrid,057db1cc95061c9cf55f32f3e2f27a3e01285fe521659c1de0ca86f345d04989,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mqbVkbCndg__0/0.csv,c1885de2df1c0d4256768bb27608e4d0958231cd10e87c0bd1cb2e34b9c43f84,03e97e2ef3a8ae4f66ef96c2fa49baa20bd0f24403d64d7af47ec1359ae8a8a6,14,14,False,mfa_forced_alignment,0.0,6.3855,0.08116699999999977,194
47,49,-t217m2on-s$_$2,-t217m2on-s,2,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__2.wav,3ab3238ca64fb14804619d69079d91e8cddc9c641403ce44acdeb5b4d80f9edf,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__2.lab,09f83ea68252c62971cf619bcdc939e78f83d7b821cafe83e462a3d39a778f95,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-t217m2on-s__2.TextGrid,dd628152ae6919d60741969223e7977fb11ecf4529165cbd553350c5c61fde78,/Users/wangyiming/Desktop/E题/problem1/work/openface/-t217m2on-s__2/2.csv,7bae42ce848d064ad58d161b38bb2a6dbf8ec0a5ac072ea72ac5537e2fa51288,318a1a3e95b65f973f3156f876150302f48defbc9a6986ad795caf7b7d9546f0,12,12,False,mfa_forced_alignment,0.0,5.6301875,0.05581550000000046,170
48,50,-t217m2on-s$_$7,-t217m2on-s,7,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__7.wav,5d83af11a0962159c8af754617aa832b93ec8ca7e60589dda165aefbe41c4347,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__7.lab,32a7a0579b8d76d9c168bc7b3d10e224bd6d5d954951cf7b5638fc4d3949d626,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-t217m2on-s__7.TextGrid,390a0d4f8620685ced1c0a1620b1e06e49c96bb62d98231bf639574bddcda4e5,/Users/wangyiming/Desktop/E题/problem1/work/openface/-t217m2on-s__7/7.csv,2e52398372810037adbd6a8e3895511c65ee66ac0c467eac2b29d3953c047ff5,ab17ad8e5a2db7406d857d50a8d507a09291fe3cfb91b6240031e207f58688ef,45,45,False,mfa_forced_alignment,0.0,17.026375,0.15663299999999936,512
49,51,-tANM6ETl_M$_$3,-tANM6ETl_M,3,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tANM6ETl_M__3.wav,849a37efd87d1bd7dc3767fc13569dbc4d30b8dbc16245ffab037c98e54fa52a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tANM6ETl_M__3.lab,780bcfac2591f580a7b40de27ff4d0181e5b55e02552d7fafafa679db0f57aa8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-tANM6ETl_M__3.TextGrid,129c24b0d6e2ddc52b613f33cc529e4301f55b9411628b48e3a7abadc27dba0f,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tANM6ETl_M__3/3.csv,16382465ebc99f2bc28763b46499cb3e33535e90ea706704cfb9b8a9fd3d7a98,e67ac2e953177b418605fa16901a956ba184029a3729bc5d4156e133d9411b75,22,22,False,mfa_forced_alignment,0.0,6.603625,0.15438300000000016,200
50,52,-tPCytz4rww$_$11,-tPCytz4rww,11,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__11.wav,49f3d582ed415d5b7efa944b2b1a61d1aea006abc7b1dc5fc768bd864b3138c9,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__11.lab,200705807b06507f5fbb83f457a87654ca166317dcfd23e244ae08954844547b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-tPCytz4rww__11.TextGrid,ee0ca0209a0d9e27ddbfa692d250ce09d828a7ad27047666b2a0eeb48cb1bcdc,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__11/11.csv,1ba7238a12ab42150b34f9c7f7b78894a0216a88e123515e2c66d189db22b42e,5088df41a81d97fe5ddcba706820776b2a06100cd348aaf6e1ae6e2994853314,17,17,False,mfa_forced_alignment,0.0,5.3785625,0.08842950000000016,164
51,53,-tPCytz4rww$_$10,-tPCytz4rww,10,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__10.wav,00bfd97c1c8b32ffb9bc927ff3edda267b5ea4d3bc2eaa688c20927f8f9f8a05,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__10.lab,146ed8c0b7aa489d88c92c1933928cead7a5d7211e86cf68d6d7c14c39d89fe6,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-tPCytz4rww__10.TextGrid,4d495f13d4bb48bc435047b468b9f5bc156720c8463c37ff119c46a132a9dadd,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__10/10.csv,fc7697c06dc978092debf279468c42b0b5ed2612288778fb0df7f2eeaaed845a,d5ee1f95552aad4ca6f8b37f4234917c5153e81c300f0b7438d3f38cd3be9180,12,12,False,mfa_forced_alignment,0.0,4.6788125,0.11018449999999991,142
52,54,-tPCytz4rww$_$12,-tPCytz4rww,12,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__12.wav,1a4e51f906798f6bfd9a158bd763f1ddd812cbe2755a9f9c3a1b2a7411a06991,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__12.lab,515b248385992193e614e2cff5da9463e14cb13e12ef1fed64f16d2693c5c504,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-tPCytz4rww__12.TextGrid,377ff19b1281caf95c726365bcebd6787e6fa394a44d56ce09b286a7c9849e6b,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__12/12.csv,c4fe499521ab129db052954457c1c1a7fc7ae74ac8b7d437ad44da2b81726736,ca4d6ef64e055ea55478862ecff417bda8b856bc0cfe7f4b0581baa86567bf99,26,26,False,mfa_forced_alignment,0.0,11.7361875,0.1278094999999997,353
53,55,-tPCytz4rww$_$16,-tPCytz4rww,16,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__16.wav,4e40df19a84a52bb38af5b3133d3fc8f0f0f075d2769261d80f6829a7dd8f479,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__16.lab,fbb8328da3a0ee4ffe2ca5e7c876c574a4c36b69530444a7700686e9af0f94ef,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-tPCytz4rww__16.TextGrid,9a992341e209e23e012fb5debad4a082b67c2d90b32b240dad864bb38bb88164,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__16/16.csv,847a6a2339bc958bc94dcf88804ca6fb84c3d0424ecbccd0af3555b6d4d07160,563282a8d904fb0d992dbc5b6fab9b80a73dc21dddb003227dfd1b0ae66687eb,16,16,False,mfa_forced_alignment,0.0,7.1391875,0.06680249999999965,216
54,56,-tPCytz4rww$_$18,-tPCytz4rww,18,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__18.wav,ec6e00ec32b23ed650c5040fcaa2f4aaa3320fbe51ba0bb4c25699f5c62e3486,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__18.lab,9e9f27b14cf0a4a85f3b9a8dab5011ed9e6ba9c27c7307eb448fa0d0d4ab0c4f,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-tPCytz4rww__18.TextGrid,0118b02250b274a86eb6210ec139f841dda0eefa0fd80e3f317f67b310313bba,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__18/18.csv,c3f0f60c74722c4dd20ea7ef7e45aa2dac340ba676ddc15b7cd91f39b13dfab4,4ad5fb8cf38858b1d1172e7be1ee54887c57e21e15c082e2c5809a9c63a3caf1,16,16,False,mfa_forced_alignment,0.0,6.5688125,0.07617450000000048,199
55,57,-vxjVxOeScU$_$4,-vxjVxOeScU,4,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-vxjVxOeScU__4.wav,1b3a61f52a74576ce064d7d3ffe5cc837cf87d099c8a1999461f297f2b12af25,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-vxjVxOeScU__4.lab,5d9e076be114eb8e54e07b5be84bff60cfffcdf060c311e54945fb46f0dd093e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-vxjVxOeScU__4.TextGrid,cdc0bd582e52ab288f36832609d4448496abd9c2b2d4f2cc43eed0379af4c90b,/Users/wangyiming/Desktop/E题/problem1/work/openface/-vxjVxOeScU__4/4.csv,62fc5c45b5302e1400bceb61ce058a02593078133af80b062b0ce343f8dd3551,175fe8fb07386ccce14bf9711f5aaf6fc2382b95b2b68f635c52be672f19251b,21,21,False,mfa_forced_alignment,0.0,9.0370625,0.0899555000000003,272
56,58,-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wMB_hJL-3o__7.wav,f866f7d4463fcd4492afefc8753b4316546b622b62c609407703bc6b35795cf7,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wMB_hJL-3o__7.lab,c4dfab618285319e34890492016e99c2e047674ab1246670944f74f964db88c1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wMB_hJL-3o__7.TextGrid,583d926380c5e837ccebcc6858d95a39c5bd47f045b9aac039c411dec59f5738,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wMB_hJL-3o__7/7.csv,750c73629b9540e83e2add39d4e7749483ae8296670a32aa093a2c0d50ec8b8d,657c53a322c88665d2a00612d6df9011932dd5136d9a9e83e1a6ab848e16d5cb,22,22,False,mfa_forced_alignment,0.005524862091988325,5.9755625,0.06844750000000044,181
57,59,-wny0OAz3g8$_$1,-wny0OAz3g8,1,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__1.wav,ce01cde6d4010c09172b5341d6799525e2167d33d2b6cc70a6dff49e36d088ef,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__1.lab,85345a5e5b888e32f7bd09ee8067c912d7c0d5edf5afa5a01e11415c374f629f,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__1.TextGrid,78c8126e97b14ab7e9fb8d15bbe924ddb8f58f6b27e53eb4f00b5122eb86a7fc,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__1/1.csv,4341601c3640655ab4ad9b3607a97268f9bf7ff0a15a5bfb513f4ca18ac9a956,72f8e688630db0440554a8a58d987fe4f2e3a8bafbbd0a54f81be3d28248f657,22,22,False,mfa_forced_alignment,0.0,6.7765625,0.0674475000000001,205
58,60,-wny0OAz3g8$_$0,-wny0OAz3g8,0,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__0.wav,9260c65154168d6b38ca42f40def19663cbad02a18e055f71c17aa18aa2d0b6d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__0.lab,327da82986ba4134f7dff70b6f64693066e9d9f97a4baaec50f19b926db476c4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__0.TextGrid,e2d2fd23d20c2b5cc882ba3f3e0d2003514081c0077cfea4ce6e442adadcc0c1,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__0/0.csv,873f48d07d801f8aa205f79be7eab848d3186e8a93bd2bb5d914d190c3bc083e,4a8a3346a7d50a0485d83471d9c27d4f184317dfa217738fcc53b283bed3432a,9,9,False,mfa_forced_alignment,0.0,3.274,0.05933300000000008,100
59,61,-wny0OAz3g8$_$3,-wny0OAz3g8,3,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__3.wav,bdf89558aa6f39460fc078d86b535a82f4453ab4990d7c69f94a28ae741943cf,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__3.lab,edc080899a82529558032e5589f3a414207bf76535bbdf511a0d3c7f06b950d5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__3.TextGrid,91e691d48bd51ff04730f520a71407b09b2503eb25fb1ca1cc7d50a0a0fb7819,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__3/3.csv,614628311210d51570eefcf5a95e3ff722c306908d567d26d06d2701d3c83ac9,cca0edb193345ead226d42cb9566806663b3e69eda2b8219d29d64b5a3268df4,20,20,False,mfa_forced_alignment,0.0,6.099875,0.04615400000000047,184
60,62,-wny0OAz3g8$_$2,-wny0OAz3g8,2,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__2.wav,9540aa7a0ebaa1b22fb6d37a24a37cef40da7457acd4963f88d847cc678fd2c1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__2.lab,08b76d538916cff5204096cbae8f7d64a77741eeef4f270989f3086937a2c9cb,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__2.TextGrid,74757aaea8a4118e56199f5ccd4f587daaa34dd8cea1abdfa27fdf45a358f568,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__2/2.csv,7161b784bfdbd22f48eacb447df9d63949c5e2808bbe46cc8d007c7e37789213,380c5a25f7f9abcd18a77f5ca506a8e1e6bca8bcb07473e277926e1367664a88,23,23,False,mfa_forced_alignment,0.0,6.5226875,0.16429150000000003,197
61,63,-wny0OAz3g8$_$5,-wny0OAz3g8,5,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__5.wav,f2745abc0859e24da8e985f19afa8a6a60e7aa87ead7fd7febad28af85335d8e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__5.lab,7d8e8f50be541b2410a9043a2ad516962b9c29fa9c4b6a7a1322b111d4b574e5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__5.TextGrid,71bd0537ccec8246e625c2c83ef3b0274dc29fdd325d8d376604d296d8fad58a,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__5/5.csv,344d0fc43b06c51d07b822e691ac809cdee035f202c6d8f07245637b1569d4f6,46ea4d9377d4db92f09e89919493e33970fbae5b5a4fd5c8f567163dd2d55a09,20,20,False,mfa_forced_alignment,0.0,6.7414375,0.17054149999999968,204
62,64,-wny0OAz3g8$_$7,-wny0OAz3g8,7,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__7.wav,b473a80444c63650482749051bebf0290fcc565d8f3c39b98f369ab72815b059,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__7.lab,4e35823afdcb028c4fec002a6726b60d3abf19fea2fdf4d37ff8d7544a3bc3b2,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__7.TextGrid,01d0bb59f80a7a64c39d885c959ba771ca8cb8955b3db5ae29f9b4a8b54f49d5,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__7/7.csv,6f44d047417e70d7989a450b9f7a94db5219b70bf14e569ccb8262889e7f2046,391517779752adcbb6c6f559011cbbf89472aea76394859c5341697490b2fff9,29,29,False,mfa_forced_alignment,0.0,7.9105,0.15746899999999986,240
63,65,-wny0OAz3g8$_$9,-wny0OAz3g8,9,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__9.wav,7abef15a04b325a69427ecfb33f07110eb51aa10f5f3d410c4c4e28ddcc0f4ee,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__9.lab,845add236697942f7850114a27f88701d889bca527a684327ab25a7b194d4aad,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-wny0OAz3g8__9.TextGrid,e164ab729cc358804f26ae04793e1670ed2a6a43989cdd340474d40363f382dc,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__9/9.csv,413daee837e76fb3c4c1a7e2ef87bc5cc4fbcc6f0a9e282c1a997129824546ba,8d94557b927a90849985cd4d4595f45cfd1863a296daa0544870cf8de107384b,20,20,False,mfa_forced_alignment,0.0,6.0435,0.16952100000000048,183
64,66,-571d8cVauQ$_$0,-571d8cVauQ,0,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__0.wav,fd2e437e154c87def29fc7516fc3b8e5013535687d1d8e7d146248e1fb4f7783,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__0.lab,8fd42533049d6eb24f87c2e7245758bf80fcdc970191951ff51fa7ea0d33aa23,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-571d8cVauQ__0.TextGrid,7d69bc24c59528eebc6d9281d8a2689fce53fca9bf98741178cfdde1d6dc300b,/Users/wangyiming/Desktop/E题/problem1/work/openface/-571d8cVauQ__0/0.csv,0ed34e74a6c051394b9a0f2176916f787f90d644f5f51c64965747c568791f1b,2557664290b4e4ec6447b366cfd22db60b8454a30a577a0390271b2d2e004bb5,12,12,False,mfa_forced_alignment,0.07894736528396606,4.9923125,0.0743545000000001,152
65,67,-571d8cVauQ$_$5,-571d8cVauQ,5,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__5.wav,7659724a565737c69b3e4f5723837cc2970d9ab8fdee7d7ac78d20debf06e5c9,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-571d8cVauQ__5.lab,ed2095e8a0b1106695f517db2108e3d94e94b43f82b3982cb3f54d1494d22ded,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-571d8cVauQ__5.TextGrid,a8a98347fe6b975672b121d75bd2561f021fcdc2c10a7d361c8f2cefe7658415,/Users/wangyiming/Desktop/E题/problem1/work/openface/-571d8cVauQ__5/5.csv,ef15b5e9a46e154ca1e48cfc46e9e6c00a72a884330d23de23e7e1d0abe7f3d6,19b71fa8096126c1ae068d7b49cb71161974741e8bc66b1ce1c57dcf3c0b1aa0,43,43,False,mfa_forced_alignment,0.0,15.11525,0.1577320000000011,455
66,68,-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__1.wav,d67ff6815b93616f92938836bbb53f6813d21f33104708fbc6e1c67b7f3b925a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__1.lab,689994967013e19ac922b1583f62d009f1f6548643351699990848f370aa250e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-I_e4mIh0yE__1.TextGrid,d8a2e9f2188b510a249c1140a4bdfcac9ab500a453619eb528ccacc230fdbc58,/Users/wangyiming/Desktop/E题/problem1/work/openface/-I_e4mIh0yE__1/1.csv,2d438d37321a3b1aa6f78f14df4bc04fefcfd26f0075fb9b5ffee4272133387a,3eec63d020d753b31853adf6d736e78b71519e8b088443b770c5d0d51efa70cd,18,18,False,mfa_forced_alignment,0.0,7.4443125,0.17769250000000003,225
67,69,-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__3.wav,3d7a19d4b701ba7bd50298f3b095fac1b8ecb06ac72041e69e08cd61a4d9d34d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-I_e4mIh0yE__3.lab,e63b97d2285a119b34faca2f0fd96c5d0a82a4ab7e39b9c208dc55d198facaf8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-I_e4mIh0yE__3.TextGrid,0a4131ead94c0f8327a9df156235f8fe7878a8693e5cf06dcb79808da38c95f1,/Users/wangyiming/Desktop/E题/problem1/work/openface/-I_e4mIh0yE__3/3.csv,27ab887dd3955918154a808d4127fc538c695eac6f70aa7c2ef511afdfe2590e,87e104e5849b21423588ebbc907d95165307c10e44374be30e16e9743447a78e,22,22,False,mfa_forced_alignment,0.0,8.994375,0.16864600000000074,271
