sequence_number_1based,sample_index_0based,label_excel_row,sample_id,modality,raw_video_duration_s,aligned_start_s,aligned_end_s,feature_dimension,fixed_sequence_length,valid_sequence_length,available_positions,alignment_granularity,alignment_method,raw_video_path,modality_source_path,feature_sha256
43,42,44,-mJ2ud6oKI8$_$2,文本,5.731000,0.000000,5.731000,768,50,11,11,词,静音回退,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__2.lab,38c8f350ef5f1ecb2b27bccd75459f81c370e78cd228e695aa6da9bc99857a6b
43,42,44,-mJ2ud6oKI8$_$2,语音,5.731000,0.000000,5.731000,74,50,11,0,词,静音回退,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__2.wav,38c8f350ef5f1ecb2b27bccd75459f81c370e78cd228e695aa6da9bc99857a6b
43,42,44,-mJ2ud6oKI8$_$2,视觉,5.731000,0.000000,5.731000,35,50,11,7,词,静音回退,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__2/2.csv,38c8f350ef5f1ecb2b27bccd75459f81c370e78cd228e695aa6da9bc99857a6b
44,43,45,-mJ2ud6oKI8$_$6,文本,2.257000,0.000000,2.200000,768,50,5,5,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__6.lab,fc0b3a891b5ef2e82a6220f6729eafd46f3ee0c1a9172d1ff494ce25a7dfd326
44,43,45,-mJ2ud6oKI8$_$6,语音,2.257000,0.000000,2.200000,74,50,5,5,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__6.wav,fc0b3a891b5ef2e82a6220f6729eafd46f3ee0c1a9172d1ff494ce25a7dfd326
44,43,45,-mJ2ud6oKI8$_$6,视觉,2.257000,0.000000,2.200000,35,50,5,5,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__6/6.csv,fc0b3a891b5ef2e82a6220f6729eafd46f3ee0c1a9172d1ff494ce25a7dfd326
45,44,46,-mJ2ud6oKI8$_$9,文本,7.033000,0.000000,6.908750,768,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__9.lab,f5b3630f9f8bebd61fafd069524875d313cc24a80bb31338409445ae81cf5c21
45,44,46,-mJ2ud6oKI8$_$9,语音,7.033000,0.000000,6.908750,74,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__9.wav,f5b3630f9f8bebd61fafd069524875d313cc24a80bb31338409445ae81cf5c21
45,44,46,-mJ2ud6oKI8$_$9,视觉,7.033000,0.000000,6.908750,35,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__9/9.csv,f5b3630f9f8bebd61fafd069524875d313cc24a80bb31338409445ae81cf5c21
46,45,47,-mJ2ud6oKI8$_$8,文本,4.192000,0.770000,3.960000,768,50,11,11,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__8.lab,8aed8a72d7350e500b2c82cc11849fc1f701ca44c24b22ea3a4a044c20262327
46,45,47,-mJ2ud6oKI8$_$8,语音,4.192000,0.770000,3.960000,74,50,11,11,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__8.wav,8aed8a72d7350e500b2c82cc11849fc1f701ca44c24b22ea3a4a044c20262327
46,45,47,-mJ2ud6oKI8$_$8,视觉,4.192000,0.770000,3.960000,35,50,11,11,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__8/8.csv,8aed8a72d7350e500b2c82cc11849fc1f701ca44c24b22ea3a4a044c20262327
47,46,48,-mqbVkbCndg$_$0,文本,6.466667,0.050000,5.970000,768,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mqbVkbCndg__0.lab,03e97e2ef3a8ae4f66ef96c2fa49baa20bd0f24403d64d7af47ec1359ae8a8a6
47,46,48,-mqbVkbCndg$_$0,语音,6.466667,0.050000,5.970000,74,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mqbVkbCndg__0.wav,03e97e2ef3a8ae4f66ef96c2fa49baa20bd0f24403d64d7af47ec1359ae8a8a6
47,46,48,-mqbVkbCndg$_$0,视觉,6.466667,0.050000,5.970000,35,50,14,14,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mqbVkbCndg__0/0.csv,03e97e2ef3a8ae4f66ef96c2fa49baa20bd0f24403d64d7af47ec1359ae8a8a6
48,47,49,-t217m2on-s$_$2,文本,5.686003,0.510000,5.050000,768,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__2.lab,318a1a3e95b65f973f3156f876150302f48defbc9a6986ad795caf7b7d9546f0
48,47,49,-t217m2on-s$_$2,语音,5.686003,0.510000,5.050000,74,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__2.wav,318a1a3e95b65f973f3156f876150302f48defbc9a6986ad795caf7b7d9546f0
48,47,49,-t217m2on-s$_$2,视觉,5.686003,0.510000,5.050000,35,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-t217m2on-s__2/2.csv,318a1a3e95b65f973f3156f876150302f48defbc9a6986ad795caf7b7d9546f0
49,48,50,-t217m2on-s$_$7,文本,17.183008,0.520000,16.480000,768,50,45,45,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__7.lab,ab17ad8e5a2db7406d857d50a8d507a09291fe3cfb91b6240031e207f58688ef
49,48,50,-t217m2on-s$_$7,语音,17.183008,0.520000,16.480000,74,50,45,45,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-t217m2on-s__7.wav,ab17ad8e5a2db7406d857d50a8d507a09291fe3cfb91b6240031e207f58688ef
49,48,50,-t217m2on-s$_$7,视觉,17.183008,0.520000,16.480000,35,50,45,45,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-t217m2on-s__7/7.csv,ab17ad8e5a2db7406d857d50a8d507a09291fe3cfb91b6240031e207f58688ef
50,49,51,-tANM6ETl_M$_$3,文本,6.758008,0.510000,6.090000,768,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tANM6ETl_M__3.lab,e67ac2e953177b418605fa16901a956ba184029a3729bc5d4156e133d9411b75
50,49,51,-tANM6ETl_M$_$3,语音,6.758008,0.510000,6.090000,74,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tANM6ETl_M__3.wav,e67ac2e953177b418605fa16901a956ba184029a3729bc5d4156e133d9411b75
50,49,51,-tANM6ETl_M$_$3,视觉,6.758008,0.510000,6.090000,35,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tANM6ETl_M__3/3.csv,e67ac2e953177b418605fa16901a956ba184029a3729bc5d4156e133d9411b75
51,50,52,-tPCytz4rww$_$11,文本,5.466992,0.000000,5.310000,768,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__11.lab,5088df41a81d97fe5ddcba706820776b2a06100cd348aaf6e1ae6e2994853314
51,50,52,-tPCytz4rww$_$11,语音,5.466992,0.000000,5.310000,74,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__11.wav,5088df41a81d97fe5ddcba706820776b2a06100cd348aaf6e1ae6e2994853314
51,50,52,-tPCytz4rww$_$11,视觉,5.466992,0.000000,5.310000,35,50,17,17,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__11/11.csv,5088df41a81d97fe5ddcba706820776b2a06100cd348aaf6e1ae6e2994853314
52,51,53,-tPCytz4rww$_$10,文本,4.788997,0.500000,4.150000,768,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__10.lab,d5ee1f95552aad4ca6f8b37f4234917c5153e81c300f0b7438d3f38cd3be9180
52,51,53,-tPCytz4rww$_$10,语音,4.788997,0.500000,4.150000,74,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__10.wav,d5ee1f95552aad4ca6f8b37f4234917c5153e81c300f0b7438d3f38cd3be9180
52,51,53,-tPCytz4rww$_$10,视觉,4.788997,0.500000,4.150000,35,50,12,12,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__10/10.csv,d5ee1f95552aad4ca6f8b37f4234917c5153e81c300f0b7438d3f38cd3be9180
53,52,54,-tPCytz4rww$_$12,文本,11.863997,0.330000,11.200000,768,50,26,26,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__12.lab,ca4d6ef64e055ea55478862ecff417bda8b856bc0cfe7f4b0581baa86567bf99
53,52,54,-tPCytz4rww$_$12,语音,11.863997,0.330000,11.200000,74,50,26,26,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__12.wav,ca4d6ef64e055ea55478862ecff417bda8b856bc0cfe7f4b0581baa86567bf99
53,52,54,-tPCytz4rww$_$12,视觉,11.863997,0.330000,11.200000,35,50,26,26,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__12/12.csv,ca4d6ef64e055ea55478862ecff417bda8b856bc0cfe7f4b0581baa86567bf99
54,53,55,-tPCytz4rww$_$16,文本,7.205990,0.500000,6.580000,768,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__16.lab,563282a8d904fb0d992dbc5b6fab9b80a73dc21dddb003227dfd1b0ae66687eb
54,53,55,-tPCytz4rww$_$16,语音,7.205990,0.500000,6.580000,74,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__16.wav,563282a8d904fb0d992dbc5b6fab9b80a73dc21dddb003227dfd1b0ae66687eb
54,53,55,-tPCytz4rww$_$16,视觉,7.205990,0.500000,6.580000,35,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__16/16.csv,563282a8d904fb0d992dbc5b6fab9b80a73dc21dddb003227dfd1b0ae66687eb
55,54,56,-tPCytz4rww$_$18,文本,6.644987,0.510000,6.000000,768,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__18.lab,4ad5fb8cf38858b1d1172e7be1ee54887c57e21e15c082e2c5809a9c63a3caf1
55,54,56,-tPCytz4rww$_$18,语音,6.644987,0.510000,6.000000,74,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-tPCytz4rww__18.wav,4ad5fb8cf38858b1d1172e7be1ee54887c57e21e15c082e2c5809a9c63a3caf1
55,54,56,-tPCytz4rww$_$18,视觉,6.644987,0.510000,6.000000,35,50,16,16,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-tPCytz4rww__18/18.csv,4ad5fb8cf38858b1d1172e7be1ee54887c57e21e15c082e2c5809a9c63a3caf1
56,55,57,-vxjVxOeScU$_$4,文本,9.127018,0.000000,8.930000,768,50,21,21,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-vxjVxOeScU__4.lab,175fe8fb07386ccce14bf9711f5aaf6fc2382b95b2b68f635c52be672f19251b
56,55,57,-vxjVxOeScU$_$4,语音,9.127018,0.000000,8.930000,74,50,21,21,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-vxjVxOeScU__4.wav,175fe8fb07386ccce14bf9711f5aaf6fc2382b95b2b68f635c52be672f19251b
56,55,57,-vxjVxOeScU$_$4,视觉,9.127018,0.000000,8.930000,35,50,21,21,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-vxjVxOeScU__4/4.csv,175fe8fb07386ccce14bf9711f5aaf6fc2382b95b2b68f635c52be672f19251b
57,56,58,-wMB_hJL-3o$_$7,文本,6.044010,0.500000,5.440000,768,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wMB_hJL-3o__7.lab,657c53a322c88665d2a00612d6df9011932dd5136d9a9e83e1a6ab848e16d5cb
57,56,58,-wMB_hJL-3o$_$7,语音,6.044010,0.500000,5.440000,74,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wMB_hJL-3o__7.wav,657c53a322c88665d2a00612d6df9011932dd5136d9a9e83e1a6ab848e16d5cb
57,56,58,-wMB_hJL-3o$_$7,视觉,6.044010,0.500000,5.440000,35,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wMB_hJL-3o__7/7.csv,657c53a322c88665d2a00612d6df9011932dd5136d9a9e83e1a6ab848e16d5cb
58,57,59,-wny0OAz3g8$_$1,文本,6.844010,0.240000,6.300000,768,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__1.lab,72f8e688630db0440554a8a58d987fe4f2e3a8bafbbd0a54f81be3d28248f657
58,57,59,-wny0OAz3g8$_$1,语音,6.844010,0.240000,6.300000,74,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__1.wav,72f8e688630db0440554a8a58d987fe4f2e3a8bafbbd0a54f81be3d28248f657
58,57,59,-wny0OAz3g8$_$1,视觉,6.844010,0.240000,6.300000,35,50,22,22,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__1/1.csv,72f8e688630db0440554a8a58d987fe4f2e3a8bafbbd0a54f81be3d28248f657
59,58,60,-wny0OAz3g8$_$0,文本,3.333333,0.280000,2.990000,768,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__0.lab,4a8a3346a7d50a0485d83471d9c27d4f184317dfa217738fcc53b283bed3432a
59,58,60,-wny0OAz3g8$_$0,语音,3.333333,0.280000,2.990000,74,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__0.wav,4a8a3346a7d50a0485d83471d9c27d4f184317dfa217738fcc53b283bed3432a
59,58,60,-wny0OAz3g8$_$0,视觉,3.333333,0.280000,2.990000,35,50,9,9,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__0/0.csv,4a8a3346a7d50a0485d83471d9c27d4f184317dfa217738fcc53b283bed3432a
60,59,61,-wny0OAz3g8$_$3,文本,6.146029,0.000000,6.030000,768,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__3.lab,cca0edb193345ead226d42cb9566806663b3e69eda2b8219d29d64b5a3268df4
60,59,61,-wny0OAz3g8$_$3,语音,6.146029,0.000000,6.030000,74,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__3.wav,cca0edb193345ead226d42cb9566806663b3e69eda2b8219d29d64b5a3268df4
60,59,61,-wny0OAz3g8$_$3,视觉,6.146029,0.000000,6.030000,35,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__3/3.csv,cca0edb193345ead226d42cb9566806663b3e69eda2b8219d29d64b5a3268df4
61,60,62,-wny0OAz3g8$_$2,文本,6.686979,0.520000,6.040000,768,50,23,23,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__2.lab,380c5a25f7f9abcd18a77f5ca506a8e1e6bca8bcb07473e277926e1367664a88
61,60,62,-wny0OAz3g8$_$2,语音,6.686979,0.520000,6.040000,74,50,23,23,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__2.wav,380c5a25f7f9abcd18a77f5ca506a8e1e6bca8bcb07473e277926e1367664a88
61,60,62,-wny0OAz3g8$_$2,视觉,6.686979,0.520000,6.040000,35,50,23,23,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__2/2.csv,380c5a25f7f9abcd18a77f5ca506a8e1e6bca8bcb07473e277926e1367664a88
62,61,63,-wny0OAz3g8$_$5,文本,6.911979,0.000000,6.741437,768,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__5.lab,46ea4d9377d4db92f09e89919493e33970fbae5b5a4fd5c8f567163dd2d55a09
62,61,63,-wny0OAz3g8$_$5,语音,6.911979,0.000000,6.741437,74,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__5.wav,46ea4d9377d4db92f09e89919493e33970fbae5b5a4fd5c8f567163dd2d55a09
62,61,63,-wny0OAz3g8$_$5,视觉,6.911979,0.000000,6.741437,35,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__5/5.csv,46ea4d9377d4db92f09e89919493e33970fbae5b5a4fd5c8f567163dd2d55a09
63,62,64,-wny0OAz3g8$_$7,文本,8.067969,0.500000,7.540000,768,50,29,29,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__7.lab,391517779752adcbb6c6f559011cbbf89472aea76394859c5341697490b2fff9
63,62,64,-wny0OAz3g8$_$7,语音,8.067969,0.500000,7.540000,74,50,29,29,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__7.wav,391517779752adcbb6c6f559011cbbf89472aea76394859c5341697490b2fff9
63,62,64,-wny0OAz3g8$_$7,视觉,8.067969,0.500000,7.540000,35,50,29,29,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,/Users/wangyiming/Desktop/E题/problem1/work/openface/-wny0OAz3g8__7/7.csv,391517779752adcbb6c6f559011cbbf89472aea76394859c5341697490b2fff9
64,63,65,-wny0OAz3g8$_$9,文本,6.213021,0.510000,5.550000,768,50,20,20,词,MFA,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-wny0OAz3g8__9.lab,8d94557b927a90849985cd4d4595f45cfd1863a296daa0544870cf8de107384b
